geo_level,est,county_fips,group_number,stpl_fips,date_export,metric_number,stcotr_fips,group_name,state_fips,denom,num,state_abbr,county_name,city_name,data_yr_type,lci,tract_code,uci,metric_name
tract,8.9,037,1,4752006,2022-03-02T00:00:00Z,2,47037014300,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,014300,-999.0,Air pollution - particulate matter
tract,8.5,037,1,4752006,2022-03-02T00:00:00Z,2,47037014400,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,014400,-999.0,Air pollution - particulate matter
tract,9.0,037,1,4752006,2022-03-02T00:00:00Z,2,47037014400,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,014400,-999.0,Air pollution - particulate matter
tract,8.6,037,1,4752006,2022-03-02T00:00:00Z,2,47037014800,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,014800,-999.0,Air pollution - particulate matter
tract,9.1,037,1,4752006,2022-03-02T00:00:00Z,2,47037014800,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,014800,-999.0,Air pollution - particulate matter
tract,8.6,037,1,4752006,2022-03-02T00:00:00Z,2,47037015100,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015100,-999.0,Air pollution - particulate matter
tract,9.1,037,1,4752006,2022-03-02T00:00:00Z,2,47037015100,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015100,-999.0,Air pollution - particulate matter
tract,8.6,037,1,4752006,2022-03-02T00:00:00Z,2,47037015200,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015200,-999.0,Air pollution - particulate matter
tract,9.0,037,1,4752006,2022-03-02T00:00:00Z,2,47037015200,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015200,-999.0,Air pollution - particulate matter
tract,8.5,037,1,4752006,2022-03-02T00:00:00Z,2,47037015300,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015300,-999.0,Air pollution - particulate matter
tract,9.0,037,1,4752006,2022-03-02T00:00:00Z,2,47037015300,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015300,-999.0,Air pollution - particulate matter
tract,8.4,037,1,4752006,2022-03-02T00:00:00Z,2,47037015401,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015401,-999.0,Air pollution - particulate matter
tract,8.9,037,1,4752006,2022-03-02T00:00:00Z,2,47037015401,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015401,-999.0,Air pollution - particulate matter
tract,8.5,037,1,4752006,2022-03-02T00:00:00Z,2,47037015402,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015402,-999.0,Air pollution - particulate matter
tract,9.0,037,1,4752006,2022-03-02T00:00:00Z,2,47037015402,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015402,-999.0,Air pollution - particulate matter
tract,8.4,037,1,4752006,2022-03-02T00:00:00Z,2,47037015404,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015404,-999.0,Air pollution - particulate matter
tract,8.9,037,1,4752006,2022-03-02T00:00:00Z,2,47037015404,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015404,-999.0,Air pollution - particulate matter
tract,8.4,037,1,4752006,2022-03-02T00:00:00Z,2,47037015405,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015405,-999.0,Air pollution - particulate matter
tract,8.9,037,1,4752006,2022-03-02T00:00:00Z,2,47037015405,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015405,-999.0,Air pollution - particulate matter
tract,8.5,037,1,4752006,2022-03-02T00:00:00Z,2,47037015501,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015501,-999.0,Air pollution - particulate matter
tract,9.0,037,1,4752006,2022-03-02T00:00:00Z,2,47037015501,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015501,-999.0,Air pollution - particulate matter
tract,8.6,037,1,4752006,2022-03-02T00:00:00Z,2,47037015502,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015502,-999.0,Air pollution - particulate matter
tract,9.1,037,1,4752006,2022-03-02T00:00:00Z,2,47037015502,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015502,-999.0,Air pollution - particulate matter
tract,8.5,037,1,4752006,2022-03-02T00:00:00Z,2,47037015609,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015609,-999.0,Air pollution - particulate matter
tract,9.0,037,1,4752006,2022-03-02T00:00:00Z,2,47037015609,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015609,-999.0,Air pollution - particulate matter
tract,8.5,037,1,4752006,2022-03-02T00:00:00Z,2,47037015610,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015610,-999.0,Air pollution - particulate matter
tract,9.0,037,1,4752006,2022-03-02T00:00:00Z,2,47037015610,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015610,-999.0,Air pollution - particulate matter
tract,8.6,037,1,4752006,2022-03-02T00:00:00Z,2,47037015612,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015612,-999.0,Air pollution - particulate matter
tract,9.1,037,1,4752006,2022-03-02T00:00:00Z,2,47037015612,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015612,-999.0,Air pollution - particulate matter
tract,8.7,037,1,4752006,2022-03-02T00:00:00Z,2,47037015613,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015613,-999.0,Air pollution - particulate matter
tract,9.1,037,1,4752006,2022-03-02T00:00:00Z,2,47037015613,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2017,-999.0,015613,-999.0,Air pollution - particulate matter
tract,8.6,037,1,4752006,2022-03-02T00:00:00Z,2,47037015614,total population,47,-999.0,-999.0,TN,Davidson County,Nashville,2018,-999.0,015614,-999.0,Air pollution - particulate matter
