TractFIPS,TractFIPS_2017_str,StateAbbr,StateDesc,CityName,Annual Checkup,Arthritis,Binge Drinking,COPD,Cancer (except skin),Cholesterol Screening,Chronic Kidney Disease,Colorectal Cancer Screening,Core preventive services for older men,Core preventive services for older women,Coronary Heart Disease,Current Asthma,Current Smoking,Dental Visit,Diabetes,Health Insurance,High Blood Pressure,High Cholesterol,Mammography,Mental Health,Obesity,Pap Smear Test,Physical Health,Physical Inactivity,Sleep <7 hours,Stroke,Taking BP Medication,Teeth Loss
47125101103,47125101103,TN,Tennessee,Clarksville,71,29,11.8,9.4,6.1,74.3,2.6,59.8,34.1,36.4,7,10.4,28.7,52.9,11.2,17.3,36.3,38.1,74,16.6,33,80.3,16.6,32,38.5,3.4,77,22.1
47125101201,47125101201,TN,Tennessee,Clarksville,71.7,22.1,11.8,6.4,3.8,71,2.2,56.4,31.1,34.6,4,11.2,27.4,52.1,9.8,18.7,32.3,31,77.9,16.7,35.3,82.7,14.3,30.6,42.6,2.5,71.7,20
47125101202,47125101202,TN,Tennessee,Clarksville,70.9,24.9,12.3,7.6,5,72.5,2.4,60.8,34,37.5,5.5,10.3,27.1,54.3,10.2,17.6,33.6,34.5,75.5,15.9,33.5,82,14.7,30.5,39.3,2.8,74.6,19.3
47125101303,47125101303,TN,Tennessee,Clarksville,69.6,17.5,14.4,4.7,3.4,70.2,1.8,63.7,33.3,39.7,3.2,9.8,24.3,59.1,7.2,16.3,26.5,27.5,79.9,14.4,30.6,85.1,10.9,26.5,39.3,1.8,67.5,16
47125101304,47125101304,TN,Tennessee,Clarksville,69.8,20.2,13,6.3,3.9,67,2.2,60.1,31.9,35.5,4.3,10.6,27.1,52.6,8.8,19.7,29.4,29.8,76.7,16.3,32.8,81.5,13.2,29.8,40.3,2.4,69.5,21.5
47125101305,47125101305,TN,Tennessee,Clarksville,68.4,18,14.1,5.2,3.4,70.6,1.8,57.2,35,35.3,3.1,10,26.5,51.8,6.8,17,26.3,27.3,75.9,15.5,32.4,82.1,11.8,27.7,41.3,1.8,65.3,20
47125101306,47125101306,TN,Tennessee,Clarksville,69.5,18.7,13.7,5.4,3.4,69.5,1.9,56.6,31.7,35.1,3.4,10.4,25.9,52.8,7.6,17.3,27.7,28.2,77.5,15.6,32.3,82,12.2,27.7,40.7,1.9,67.7,19.5
47125101307,47125101307,TN,Tennessee,Clarksville,70.8,25.9,11.3,8.6,4.7,69.3,2.8,53,31.9,31.7,6.2,10.7,29.8,45.6,12,20.5,35.8,35.9,73.5,17.5,35.8,76.5,16.8,33.7,41.6,3.4,75,25
47125101400,47125101400,TN,Tennessee,Clarksville,65.2,11.8,16.8,3.7,2.1,64.6,1.3,54.5,32.6,36.7,1.6,9.6,26.3,54.8,3.8,17.1,18.8,20.5,77.2,15.2,29.6,83.8,9.3,25.1,39.7,1,50.5,16.6
47125101802,47125101802,TN,Tennessee,Clarksville,72.2,26.1,13.2,6.5,6.2,79.9,2.2,66,38.8,41.7,5.3,9.1,21.8,64.9,8.6,11.3,32.3,35.4,78.5,12.9,28.8,85.8,12.2,25.8,34.9,2.3,77,14.6
47125101803,47125101803,TN,Tennessee,Clarksville,74.2,28.7,11.4,6.7,7.4,82.5,2.7,67.3,39,41.1,6.3,8.9,18.2,67,9.6,9.9,35.2,37.4,78.9,11.7,28,85.9,12.4,24.6,33.4,2.8,80.1,13.6
47125101804,47125101804,TN,Tennessee,Clarksville,75.1,29.2,11.6,6.4,7.7,84.7,2.5,71.1,40.6,44.3,6.2,8.6,18.2,71.2,9.5,9.4,35.8,37.9,79.9,11.3,28,88,12,24.7,32.6,2.6,80.5,11.2
47125101902,47125101902,TN,Tennessee,Clarksville,74.2,27.9,12.2,6.4,6.8,82.5,2.3,67.3,38.8,42.6,5.7,8.9,19,67.6,9.4,9.5,34.4,37.4,79.4,11.9,28.4,85.5,12.1,24.2,34,2.4,79.4,12.9
47125101903,47125101903,TN,Tennessee,Clarksville,72,25.3,12.8,6.6,5.7,77.5,2.2,62.1,35.9,38,5.2,9.5,23.1,58.8,9.2,13.1,32.7,34.7,77.3,13.8,30.1,83,12.8,27.1,37.5,2.5,76.2,18
47125101904,47125101904,TN,Tennessee,Clarksville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47125102001,47125102001,TN,Tennessee,Clarksville,71.5,23.6,13.5,6.1,5.2,77,2.1,64.4,37.3,41.3,4.6,9.6,23,62.2,8.4,12.9,31,33,78.5,13.8,30.3,85.4,12.2,26.2,37.2,2.2,74.4,15.7
47125102002,47125102002,TN,Tennessee,Clarksville,69.5,17.4,15.2,4.2,3.7,75.1,1.6,64.2,37,41,2.8,9.3,21.9,61.5,6,12.6,24.5,26.7,79.4,13.1,29.1,86.5,9.7,23.6,38.1,1.5,66.7,15.1
47125102003,47125102003,TN,Tennessee,Clarksville,68.6,15.6,15.2,4.1,3,71,1.5,62.5,35.9,39,2.4,9.6,23.6,61.4,5.6,14.9,23.5,24.8,80.4,14,30.2,86.8,9.9,24.9,38.3,1.4,63,13.3
47125102004,47125102004,TN,Tennessee,Clarksville,70,16.3,14.7,4.2,3.1,71.9,1.6,62.4,35.9,39.7,2.6,9.7,22.8,61,6.3,14.3,25.1,25.9,80.2,13.8,30.5,85.7,10.1,24.8,39.3,1.5,65.6,13.4
47125102005,47125102005,TN,Tennessee,Clarksville,69.3,17.8,14,4.8,3.5,71.2,1.8,64.2,37.1,39.5,3.1,9.7,23,61,6.6,14.7,25.7,27.3,79.6,14.1,30,85.6,10.8,25.3,37.8,1.7,67,15.3
47125102006,47125102006,TN,Tennessee,Clarksville,69.5,18.5,14.7,4.7,3.8,75.4,1.7,66.1,37.5,42.4,3.1,9.5,23.3,64,6.5,14,26,28,80.5,13.8,30.2,87.9,10.6,25,37.5,1.6,67.6,13
47149040302,47149040302,TN,Tennessee,Murfreesboro,72.2,24.9,13.5,6.3,5.5,77.2,2.1,59.4,39.9,36.9,4.5,9.3,21.8,57.5,8.3,15.3,30.5,34.2,77.2,14.3,34.1,84.5,12.9,29.9,38.5,2.4,73.9,20.4
47149040701,47149040701,TN,Tennessee,Murfreesboro,69.4,16.2,16.9,4.4,3.4,70.3,1.4,64,39,39,2.6,9.5,21.1,60,5,13.5,21.7,26.4,78.1,14.2,31,85.1,9.6,24.9,37.6,1.3,62.3,16.5
47149040702,47149040702,TN,Tennessee,Murfreesboro,70.5,21,15.3,5.5,4.1,77.2,1.6,60.9,30.3,43.6,3.3,9.7,22.8,60,6.4,12.6,26,30.6,77.1,15,35.1,86.5,11.7,26.9,38.4,1.7,67.7,16.3
47149040808,47149040808,TN,Tennessee,Murfreesboro,71.6,20.9,14.6,5.1,4.3,78.7,1.8,61.8,37.6,39.5,3.5,9.3,19.8,62.3,6.8,11.5,26.9,31.4,78.8,13.6,34,86.1,11.1,25.4,37.7,1.7,69.6,15.2
47149040901,47149040901,TN,Tennessee,Murfreesboro,71.7,20.6,15.5,5,4.7,76,1.7,64,40.7,40.7,3.9,8.8,17.9,64.3,6.8,12.2,26.3,32.1,79.9,12.8,30.7,86,10.5,24.5,35.8,1.7,71,15.6
47149040902,47149040902,TN,Tennessee,Murfreesboro,70.9,16.9,16.4,3.8,3.8,76.3,1.5,66.5,40,41.4,2.6,8.9,17.1,66.2,5.1,10.7,22.2,27.2,80.7,12.3,30.3,87.7,8.8,22.1,35.9,1.3,65.3,12
47149040903,47149040903,TN,Tennessee,Murfreesboro,71,18.7,15.9,4.6,4.2,74.4,1.7,65.1,40.1,40.5,3.2,9.1,18.9,62.8,6,12.2,24.4,29,78.8,13.2,31.5,85.9,9.9,24.4,36.5,1.6,67.6,14.5
47149040904,47149040904,TN,Tennessee,Murfreesboro,73.9,25.5,13.4,6.1,5.8,80.2,2.2,65.3,39.5,40.2,4.9,9,18.7,63.7,8.5,11.3,31.5,35.8,79.2,12.9,32.9,85.6,12,26.5,36.3,2.3,75.8,14.7
47149040905,47149040905,TN,Tennessee,Murfreesboro,72.1,20,15.7,4.8,4.7,75.8,1.7,68.3,41.1,41.2,3.6,9.3,18.3,64.3,6.3,11.7,25.7,30,79.4,13,31.3,86.7,10,24,36.3,1.7,69.7,14.2
47149041000,47149041000,TN,Tennessee,Murfreesboro,72.6,22.3,14.6,5.3,4.7,79.3,1.8,62.4,39,38.7,3.8,9.2,19.3,63.1,7.1,11.4,28,32.9,79.2,13.3,32.8,86.3,11.2,25.6,37,1.8,71.8,15.9
47149041101,47149041101,TN,Tennessee,Murfreesboro,74.1,22.8,14.5,4.8,5.3,82.3,1.8,66.9,40.9,42.5,3.8,8.8,16.2,66.9,7.1,9,28.4,33.4,80.1,11.7,31.4,87.6,10.1,23.1,35.8,1.8,73.8,13.2
47149041201,47149041201,TN,Tennessee,Murfreesboro,74.3,25.5,13.6,5.8,6.1,82.4,2.1,67.6,40.5,41.5,4.9,8.8,17.3,66,8.3,10,31.3,36.1,79.7,12.1,32.2,86.6,11.3,24.8,35.2,2.1,76.2,13.4
47149041202,47149041202,TN,Tennessee,Murfreesboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47149041301,47149041301,TN,Tennessee,Murfreesboro,78.1,29.7,12.1,5.7,8.1,87.7,2.4,71.2,43.4,45,5.8,8.3,12.5,74.5,9,6.6,35.1,40.2,81.5,9.9,29.4,88.2,10.7,21.8,31,2.3,81.4,10.2
47149041302,47149041302,TN,Tennessee,Murfreesboro,77.5,29.9,12.2,6.1,8.4,84.3,2.5,69.2,41.3,39.9,6.4,8.6,14,67.9,9.1,9,35.3,39,79.6,10.7,29.4,86.5,11.4,24.3,32.7,2.7,81.1,14.4
47149041401,47149041401,TN,Tennessee,Murfreesboro,72.8,23.2,13.4,6.5,5.2,71.8,2.2,61.8,38.4,35.6,5,10,18.9,59.1,8.1,13.1,29,33.8,76.3,14.3,31.7,81,12.3,26.4,35.9,2.4,73.9,19
47149041402,47149041402,TN,Tennessee,Murfreesboro,70.6,18.5,14.9,5.7,3.9,65.6,1.9,59.5,37.6,34.2,3.8,10.3,21,53.8,6.6,15.9,24.7,28.8,75.4,15.5,32.2,79.8,11.4,26.7,37.6,1.9,66.8,21.6
47149041403,47149041403,TN,Tennessee,Murfreesboro,70.7,19.1,14.4,5.9,4.1,65.7,2.1,60.6,38.7,34.8,4.2,10.1,19.5,57.4,6.8,14.6,25.2,29.9,75.6,15,31.3,79.2,11.6,25.8,35.9,2.1,68.2,18.8
47149041500,47149041500,TN,Tennessee,Murfreesboro,69.4,4.7,20.3,2.2,0.8,51.5,0.7,45.2,,,0.5,10.5,16,52,1.2,12.7,9.8,10.5,73.8,14.4,22.4,70.8,5.4,18.2,37.7,0.4,23.4,
47149041600,47149041600,TN,Tennessee,Murfreesboro,71.1,24.6,13.1,8.2,5.3,67,2.7,54.9,34.4,29.4,6.2,10.5,23.1,47.2,9.6,19.1,31.4,35.1,71.4,16.5,34.7,75.6,15.1,30.9,38.3,3.2,73.3,27.8
47149041700,47149041700,TN,Tennessee,Murfreesboro,73.2,28.1,12.3,8.2,6.3,75.2,2.8,61.1,37.4,34.8,6.7,9.8,21.3,55.3,10.4,15.3,34.7,38,75.1,14.8,35.3,81.3,14.8,29.9,37,3.2,76.9,21.3
47149041800,47149041800,TN,Tennessee,Murfreesboro,70.2,25.5,12.2,9.7,4.4,65.4,2.7,50.6,32.9,28.8,6.2,11.1,30.7,41.3,11.1,24.2,34.7,36.5,72.4,19.6,40.8,75.7,18.3,36.9,42.6,3.4,71.2,30.5
47149041900,47149041900,TN,Tennessee,Murfreesboro,72.9,27.8,10.8,9.9,4.8,65.7,3.3,51.7,29.4,25.8,7.1,12,28.6,39.8,14.1,26.2,38.4,37.8,74.9,19.6,42.3,75.5,19.3,38.3,43.4,4.5,75.8,35.1
47149042000,47149042000,TN,Tennessee,Murfreesboro,74.8,27.5,12.2,6.8,6.6,78.9,2.6,63.9,38.3,37.6,6.2,9,17.2,59.3,10.1,13.9,34.5,38,76.6,12.6,33.6,82.9,13,27.4,36,2.8,78.3,18
47149042100,47149042100,TN,Tennessee,Murfreesboro,69.7,18.6,13.7,6.6,3.5,61.3,2.2,55.4,34.6,31.3,4.3,10.7,23.3,48.6,7.9,20.2,26.4,30.4,74.2,17.1,33.8,75.7,13.3,29.7,39,2.3,66.4,25.5
47149042300,47149042300,TN,Tennessee,Murfreesboro,69.6,18.1,16.2,4.7,3.6,73.2,1.6,63.6,37.9,38.7,2.9,9.4,22.3,58.9,5.8,14.6,24.1,28.1,78.6,14.5,34,86.5,10.6,26.7,38.9,1.5,64.4,16.2
47157000100,47157000100,TN,Tennessee,Memphis,69.1,12.6,18,2.8,3.6,75.8,1.6,70.8,36.4,43,2.4,7.8,12,73.1,4.9,8.3,20.5,24.9,82.4,9.8,22,87.9,6.8,16.2,29.3,1.2,67.7,8.8
47157000200,47157000200,TN,Tennessee,Memphis,77.3,29.1,9.1,11.5,4.6,68,4.2,51.8,21.4,23.6,8.6,13.2,33.7,33.2,20.2,29.3,49.7,38.7,75.1,21.7,46.8,77.5,22.7,41.2,47.5,6.6,79.8,41.2
47157000300,47157000300,TN,Tennessee,Memphis,79.2,34,8.3,13.1,5.7,72.5,5,49.2,20,22.4,11.2,12.8,32.6,30.5,24.8,29.3,56.3,43,73.7,20.5,48.4,76,24.7,42.6,47.6,8.3,83.7,43.5
47157000400,47157000400,TN,Tennessee,Memphis,78.1,34.9,7.9,14.7,5.6,69.4,5.5,47.3,20.4,21.4,12,13,35.5,28.1,26.2,33.8,57.1,44.2,72.9,22.2,49.8,74,27.3,46.3,47.9,9.3,83.7,47.8
47157000600,47157000600,TN,Tennessee,Memphis,80,37.6,7.5,15.1,6.5,72.8,5.8,50,20.6,22,13,13.1,33,30.9,27.5,31.1,59.6,45.4,74.1,21.1,49,75.9,27.4,45.4,47,10,85.3,45
47157000700,47157000700,TN,Tennessee,Memphis,78.9,30.3,9.1,10.3,5.6,73.7,4.3,55.2,22.9,25.8,8.7,12.1,27.3,39.8,20,23.4,50.1,39.6,76.7,18.2,43.4,79.7,20.2,37.1,44.2,6.4,82.5,35.6
47157000800,47157000800,TN,Tennessee,Memphis,79,35.6,7.5,15.1,5.9,69.5,5.5,46.5,19.6,20.3,12.2,13.8,34.6,27.4,26.1,33.2,57,44.4,71.7,22.5,48.5,72.9,27.5,45.8,47.7,9.6,83.8,49.9
47157000900,47157000900,TN,Tennessee,Memphis,80.1,36.7,7.5,14.2,6.4,73.5,5.6,50.9,20.9,22.5,12.2,13,31.6,31.6,26.4,29.5,58.2,44.5,73.5,20.6,48.2,76.1,26,43.8,46.7,9.4,85.2,43.7
47157001100,47157001100,TN,Tennessee,Memphis,70.1,27,11.5,12,4.7,65,3.5,46.5,25.9,26.1,8.2,11.6,33.8,35.1,15.9,33.5,42,39.5,69.9,21.9,41.7,75,22.8,40.3,42,5.1,76.1,38.9
47157001200,47157001200,TN,Tennessee,Memphis,70,26.2,12.8,10.2,5.5,70.1,3,54.7,29.9,31.1,7.5,10.3,27.9,47.6,12.9,24.9,37.6,38.6,72.7,18.5,35.5,78.9,18.8,34.4,37.2,4,76.6,27.6
47157001300,47157001300,TN,Tennessee,Memphis,74,28.9,9.5,12.5,4.4,66,4.2,46.4,22.2,24.3,8.7,12.5,35.5,31.9,19.7,33.4,48,40,72.7,22.6,46.5,75.2,24.4,42.9,45.9,6.3,78.7,40.4
47157001400,47157001400,TN,Tennessee,Memphis,75.9,29.1,9.9,11.1,4.8,68.8,4,51.3,22,24.5,8.7,12.1,31.6,35.7,19.9,30.4,48.7,39.9,75.6,20.4,44.8,78.7,22.3,40.8,45.2,6.3,80.4,40.1
47157001500,47157001500,TN,Tennessee,Memphis,78.1,33.9,8.5,12.7,6,74.6,4.7,53.7,23.7,25.4,10.4,12.3,29.9,38.9,22.4,25.5,53.1,42.9,75.4,19.7,45,78.4,23.5,39.8,43.6,7.3,83.9,35.6
47157001600,47157001600,TN,Tennessee,Memphis,71.1,18.2,17.5,5,5.2,71.1,1.9,70,36.7,41.2,4.4,8.9,14.9,72.7,6.6,9.4,25.1,30.3,80.1,12.6,22.5,85.8,9.5,19.3,28.4,2,75.1,12.3
47157001700,47157001700,TN,Tennessee,Memphis,76.1,24.5,13.4,6.4,5.8,78.9,2.7,64.1,28.7,34.3,5.6,9.8,19.7,57.1,12.2,13.9,38.8,35.1,80,13.6,33.1,85.6,13.2,26.6,37.4,3.4,80.1,21.1
47157001900,47157001900,TN,Tennessee,Memphis,79.2,35.6,7.8,14.3,5.8,72,5.3,47.6,20.4,21.6,11.5,13.3,34,29.2,25.8,30.8,57.4,43.7,73.5,21.7,49.1,75,26.6,44.7,48,9,84.2,47.3
47157002000,47157002000,TN,Tennessee,Memphis,77.3,30.2,8.6,11.9,4.8,69.3,4.6,51.4,21.7,24.8,9.2,13,32.4,36,21.4,28.8,50.9,39.8,75.5,21.2,46.5,78.4,23.4,40.9,45.9,7.2,81.3,39.2
47157002100,47157002100,TN,Tennessee,Memphis,77,29.5,8.7,11.5,5,69.6,4.6,53.3,21.3,23.1,8.9,13,30.6,35.3,20.1,27.8,49.1,39,74.6,20.5,45.2,77.5,22.3,39.2,45,6.8,80.5,38.6
47157002400,47157002400,TN,Tennessee,Memphis,74.9,27.4,10.8,10,4.7,69.6,3.8,49.1,22.3,24.5,8.3,11.2,29,33.7,19.3,29.7,47,39.5,74.1,18.8,43.3,75.9,20.6,38.3,45,5.8,80.5,41.5
47157002500,47157002500,TN,Tennessee,Memphis,73.9,26.3,11.6,8.8,5.2,75,3.3,54.9,26.9,29.8,7.2,10.3,24.6,47,14.9,19.5,41.6,38.1,75.2,16.6,37.2,79.1,17.4,31.8,39.6,4.3,79.8,27.4
47157002600,47157002600,TN,Tennessee,Memphis,71.5,21.7,16,5.5,5.9,80.9,2.2,71,37,43.4,4.8,8.3,16,73.6,7.9,9.1,29.8,34.3,80.6,11.8,26.6,88.5,10.7,20.5,28.8,2.1,76.7,9.6
47157002700,47157002700,TN,Tennessee,Memphis,70.8,24.2,11.5,9.5,4.4,69.1,3.1,49.7,27.1,27.2,6.7,10.7,28.3,42.8,13.7,25.4,38.5,37.2,72.7,18.7,37.4,76,18.8,34.7,39.8,4,75.7,29.7
47157002800,47157002800,TN,Tennessee,Memphis,77.4,31.6,8.6,12.4,5.7,70.2,4.6,54.1,23.3,25.8,10,12.7,30.4,38.5,20.8,28.3,50.4,41.3,74.8,20.4,44.1,78.6,23.1,40.2,43.4,7.2,81.8,36.5
47157002900,47157002900,TN,Tennessee,Memphis,71.7,21.7,16.1,5.1,6.6,81.4,2.3,71.7,39.3,43.9,5,8,14.4,74.2,7.3,8.5,29,33.3,80.1,10.9,25,89.1,9.9,19.6,27.6,2.2,77,9.8
47157003000,47157003000,TN,Tennessee,Memphis,78.2,32.4,9.8,9.6,8.4,79.5,4.2,63.5,31.4,32.1,9.9,10,19.5,56.6,16,16.9,46.7,40.9,78.4,14.2,33.6,84.3,17.3,31.2,34.9,5.6,84.4,22.3
47157003100,47157003100,TN,Tennessee,Memphis,71.2,18.3,17.4,4.7,5.1,75.9,2,70.2,37.3,42.6,4,8.4,15.1,71.9,6.7,9.6,26.3,30.4,80.4,11.6,24.9,87.7,9.3,19.4,29.3,1.9,73.8,10.9
47157003200,47157003200,TN,Tennessee,Memphis,73.1,25.1,13.9,6.9,6.7,77.3,3.2,65.5,32,34.2,6.9,9,17.6,62,11.1,12.5,36,36.2,77.6,12.9,29.1,84,13,24.7,32,3.6,80.3,18.2
47157003300,47157003300,TN,Tennessee,Memphis,71.9,20.6,17,4.6,6.1,83.2,2,73.2,39,45.6,4.3,7.9,13.6,75.8,6.9,7.2,27.8,33,81.6,10.6,25,89.9,9.2,18,28.1,1.8,76.1,8.7
47157003400,47157003400,TN,Tennessee,Memphis,70.2,21.1,15,6.8,4.7,74.2,2.5,59.9,32.6,36.1,5.4,9.4,21.4,59.4,9.6,14.5,32.3,33.8,77.6,14.8,31.4,83.6,13.4,25.3,34.1,2.7,74.6,17.4
47157003500,47157003500,TN,Tennessee,Memphis,73.4,21.5,15.5,5.2,5.8,81.6,2.2,69.5,37.3,43.5,4.8,8.5,15.6,70.6,8.4,9.3,31.5,34.1,81.1,11.5,27.6,88.4,10.4,20.7,31,2.2,77.4,11.6
47157003600,47157003600,TN,Tennessee,Memphis,72.6,27.1,11.5,9.7,5.2,74.4,3.6,51.6,26,28.2,8.4,9.8,26.7,44.1,17.1,23.1,44,40.3,72.8,17,38.4,76,19.2,34.4,40,5,80.3,29.1
47157003700,47157003700,TN,Tennessee,Memphis,76.6,32.6,9.5,11.9,6.7,72.3,5.1,56.8,23,24.4,11.6,11.3,26.1,39.8,22,24,50.4,42.9,75.1,17.5,40,74.4,21.2,36.9,40.4,7.8,84.4,36.4
47157003800,47157003800,TN,Tennessee,Memphis,74.2,23.1,12,7.3,4.4,73.8,3.1,57.2,26,32,6.4,9.9,23.4,51.5,14.6,17.9,40.7,36,78.6,15.3,36.2,80.3,15.4,29.7,39.7,4,79.1,22.8
47157003900,47157003900,TN,Tennessee,Memphis,76.2,32.1,9.1,12.6,5,73,4.6,45.3,20.7,22.5,10,12.1,33.4,31.7,22.9,27.4,53.4,42.2,73.6,20.7,47.6,74.1,24.5,41.2,46.9,7.2,83,42.6
47157004200,47157004200,TN,Tennessee,Memphis,71.2,15.9,18.7,3.4,4.4,79.6,1.9,69.3,35.6,41.5,3.3,7.7,13.4,69.6,6.6,8.4,26.5,28.5,82.2,10,26.6,89.1,7.9,17.5,31.8,1.6,72.5,10.1
47157004300,47157004300,TN,Tennessee,Memphis,72.4,17.3,17.1,3.5,4.9,82,2,73.8,37.5,44.5,3.5,7.9,12,75.9,6.8,7.3,27,29.8,83.4,9.6,25.5,91,7.8,16.8,29,1.6,74.8,7.4
47157004500,47157004500,TN,Tennessee,Memphis,76.5,25.6,9.3,10.1,3.8,65.7,3.5,43.6,19.1,21.2,6.1,14.1,34.3,27.4,16.5,30.1,45.1,34.4,71.7,22.8,46.1,75.2,21.5,40.3,49.6,5.3,76.1,48.9
47157004600,47157004600,TN,Tennessee,Memphis,78.2,32.3,8.9,11.9,5.9,72.6,4.5,56.3,22.5,25.7,9.9,12.3,30,38.5,21.5,25.9,51.7,41.7,75.9,19.5,44.5,79.4,22.2,39.7,44.3,7,82.9,35.7
47157005000,47157005000,TN,Tennessee,Memphis,78.9,36.4,7.5,15.5,5.9,70.5,5.7,47.3,19.3,20.2,13,13.2,35.3,27.2,27.4,33.3,58.6,45.4,72.4,22.1,49.7,74.2,27.9,46.4,47.9,9.9,84.5,48.7
47157005300,47157005300,TN,Tennessee,Memphis,80.2,34.9,7.9,12.7,6.2,74,5.1,50,21,22.5,11.4,12.6,30,32.9,24.5,27.4,56.6,42.8,75.5,19.7,46.4,77.3,24.2,41.9,46.8,8.6,84.6,43.7
47157005500,47157005500,TN,Tennessee,Memphis,78.7,34.1,7.9,14,5.5,69.7,5.1,49.7,20.1,22.6,11.1,13.6,34.2,31,24.8,31.6,55.4,43,73.9,22.2,48.6,76.1,26.2,44.2,47.4,8.6,82.9,44.1
47157005600,47157005600,TN,Tennessee,Memphis,81.8,34.5,8.3,10.8,6.8,78.2,4.7,59.1,22.6,27.1,10.2,11.9,25.2,40.8,23.2,22.5,55.9,42.5,77.6,16.7,43.7,81.6,20.6,37.6,44.2,7.3,85.8,34.3
47157005700,47157005700,TN,Tennessee,Memphis,79.9,31.1,9.4,10,5.7,75.7,4.2,54.5,22.4,26.2,9,11.6,27.4,37.5,21.1,23.2,52.8,40.3,77.2,17.5,44.4,80.7,20.1,37.8,46,6.5,83.6,38.2
47157005800,47157005800,TN,Tennessee,Memphis,78.9,34.2,8.2,13.6,5.6,70.9,5.1,48.1,20.4,21.5,11.4,12.9,34.1,29.9,24.8,31.2,56.4,43,74.9,21.3,48.6,76,25.7,44.6,47.9,8.7,83.4,45.7
47157005900,47157005900,TN,Tennessee,Memphis,79.4,34.4,8,13.1,5.8,72.6,5.4,53.1,21.6,23.7,11.3,12.4,31.7,35.9,25,28,56.5,43.1,76.6,20.1,48.4,78.9,24.8,43,46.2,8.5,84.2,38.9
47157006000,47157006000,TN,Tennessee,Memphis,79.9,35.3,7.8,13.3,6.2,73.1,5.4,52.9,21.6,23.6,11.5,12.8,30.9,34.9,25.1,28.7,57,43.5,75.7,20.1,47.1,78.2,25,42.8,45.8,8.9,84.5,41.2
47157006200,47157006200,TN,Tennessee,Memphis,79.9,32.3,9.1,10.8,5.9,75.3,4.4,54.9,23.2,26.7,9.6,11.9,28,39.3,21.9,24,53.5,41.2,77.2,18.1,44.6,81,21.1,38.6,45.1,6.9,83.8,36.2
47157006300,47157006300,TN,Tennessee,Memphis,71.6,20.7,15.9,5.6,5.1,77.1,2.3,66.6,33.3,38.5,4.7,8.9,19.3,64.9,8.9,12.1,31.6,32.2,80.6,13.2,30.2,87.2,11.5,23.7,33.2,2.5,75.5,15.4
47157006400,47157006400,TN,Tennessee,Memphis,81.5,33,8.7,9.6,6.7,79.6,4.7,61.7,24.7,29.2,9.5,11.2,22.8,46.7,21.5,19.4,54.1,41,79,15.6,42.7,83.5,19.1,35.1,42.7,6.8,85.4,29.5
47157006500,47157006500,TN,Tennessee,Memphis,80.1,32,8.5,10.7,5.9,74.6,4.6,57,23,25.8,9.4,12.3,27.4,40.3,21.6,24.4,53,40.2,78.1,18.3,44.8,81.4,21.2,38.4,44.8,7.1,83.5,35.6
47157006600,47157006600,TN,Tennessee,Memphis,71.6,21.3,14.7,6.4,4.8,74.3,2.6,62.7,31.6,35.1,4.9,9.7,22.1,57.6,10,14.9,33.1,32.4,78.9,14.9,32.8,85.1,13.1,26.5,36.1,2.9,75.4,20.4
47157006700,47157006700,TN,Tennessee,Memphis,78.6,33.9,8,13.5,5.5,70.9,5.2,47.3,20.5,21.3,11,13,33.6,29.6,24.4,30.4,55.6,42.4,74,21.5,48.8,75.2,25.7,43.8,48,8.5,83.1,46.1
47157006800,47157006800,TN,Tennessee,Memphis,79.8,37,7.2,15,6.2,72.7,5.9,46.4,19.7,20.2,12.7,13.1,32.9,27.9,27.3,30.2,58.9,45,72.3,21.2,49.2,72.4,27.2,44.9,47.8,9.8,85.3,48.1
47157006900,47157006900,TN,Tennessee,Memphis,80.4,34.8,8.2,12.2,6.2,75.6,5,54.4,21.6,24.5,10.6,12.3,29.2,35.5,24.4,25.8,56.6,43.2,75.9,18.8,47,78.3,23.2,40.7,46.1,7.9,84.9,39
47157007000,47157007000,TN,Tennessee,Memphis,74.4,24.6,11.8,9.1,4.3,68.6,3.3,55.8,25,28.5,6.6,11.6,29.4,43.2,15,23.7,42,35.6,77.2,19,41.2,80.8,18.3,34.8,42.9,4.5,76.8,30.5
47157007100,47157007100,TN,Tennessee,Memphis,75.2,25.7,13.1,6.7,6.6,82.1,2.9,69.5,34.3,39.9,6.2,9,17.4,67.4,11.3,11.2,37.4,37.2,80.2,12.4,30.8,87.7,12.7,24.3,31.8,3.1,80.8,14.2
47157007200,47157007200,TN,Tennessee,Memphis,71.6,19.9,17,4.3,6.4,81.4,2.2,73.4,39.4,44,4.4,7.8,12.5,75.7,6.5,7.4,27,31.7,81.3,10,23.5,89.5,8.6,17.5,27.1,1.9,76.3,9
47157007300,47157007300,TN,Tennessee,Memphis,72.5,19.7,13.1,7.5,4.9,61.1,2.8,62.3,31.5,31.2,6.2,11.1,19.8,54.9,9.2,17.3,29.3,31.7,74.4,16.6,27.3,75.7,13.3,26.1,33.8,3.4,72.8,23.4
47157007400,47157007400,TN,Tennessee,Memphis,66.5,14.8,18,5.2,3.5,65.2,1.9,59,33.7,34.7,3.5,9,19.4,60.2,5.8,13.5,22.5,27,75.3,14.4,25.9,80.5,10.5,21.5,31.8,1.7,64.9,16.9
