LocationID,TractFIPS_2020_str,StateAbbr,StateDesc,CountyName,Annual Checkup,Arthritis,Binge Drinking,COPD,Cancer (except skin),Cervical Cancer Screening,Cholesterol Screening,Chronic Kidney Disease,Colorectal Cancer Screening,Core preventive services for older men,Core preventive services for older women,Coronary Heart Disease,Current Asthma,Current Smoking,Dental Visit,Diabetes,Health Insurance,High Blood Pressure,High Cholesterol,Mammography,Mental Health,Obesity,Physical Health,Physical Inactivity,Sleep <7 hours,Stroke,Taking BP Medication,Teeth Loss
47037019105,47037019105,TN,Tennessee,Davidson,71.3,24.5,15.6,8.4,5.2,77.9,74.4,2.8,57.4,28.1,20.5,6.4,10.5,26.2,47.8,10.7,23,31.7,31.5,72,18,30.3,15.6,34.4,40.3,3.3,71.3,22.8
47037019106,47037019106,TN,Tennessee,Davidson,71,17.4,20.8,3.9,4.3,86.2,79.2,1.6,66.9,35.2,25.9,3.1,9,15.7,68.3,5.5,10.7,22.5,24.5,76.9,13.2,25.6,8.5,19.2,35.4,1.6,65.5,8.8
47037019108,47037019108,TN,Tennessee,Davidson,69.1,21.4,16.1,8.4,3.6,77.8,69.8,2.8,50.3,23.6,18.6,5.7,11.3,30.6,37.7,11,34.1,31.2,28.1,72.5,21.4,37.9,17.8,40.8,43.7,3.2,64.6,31.5
47037019109,47037019109,TN,Tennessee,Davidson,72.1,25.5,16.1,8.4,5,82.6,77,2.8,57,27.3,21.6,6.1,10.9,26.9,48.1,11.6,24.8,34.8,32.6,74.1,17.9,34.6,16.2,35.3,41.5,3.3,72.4,21
47037019110,47037019110,TN,Tennessee,Davidson,72,26.1,16.3,8.5,5.4,82.7,77.3,2.9,57.8,28.4,21.1,6.4,10.5,25.5,49.1,11.4,24.3,33.6,32.4,73.9,17.6,34.2,16.1,35,40.4,3.4,72.6,22.1
47037019111,47037019111,TN,Tennessee,Davidson,72.2,20.1,17.6,5.9,3.9,83.4,76.7,2.1,59.4,28.6,22.6,4,10.7,23.1,53.9,8.5,19.1,28.8,26.6,77,17,32.4,12.5,28.8,41.3,2.4,66.7,16.8
47037019112,47037019112,TN,Tennessee,Davidson,72.8,21.7,17,5.9,4.3,84.4,78.6,2.3,60.7,28.3,22.8,4.6,10,22.2,55.3,9.7,17.9,31.1,28.9,77.6,15.6,32.5,12.8,28.8,41.1,2.6,70.3,15.7
47037019114,47037019114,TN,Tennessee,Davidson,71.7,19.4,19.9,4.4,4.8,87.9,81.8,1.8,67.5,36.2,28.4,3.5,9,16.8,67.4,6.3,10.8,24.3,26.4,77.2,13,27,9.2,20.1,36.3,1.8,67.3,8.5
47037019115,47037019115,TN,Tennessee,Davidson,74.8,24.2,17.3,5.3,6.2,88.4,85.3,2.2,68,36.7,28.2,4.8,8.9,15.7,69.2,8.3,9.5,30.3,32.1,77.9,12,27.4,10.5,21.2,35.4,2.3,74.7,8.2
47037019116,47037019116,TN,Tennessee,Davidson,72.3,21,18.6,5.4,4.7,85.4,78.7,2,64.2,34.1,26.5,4.1,9.8,19.2,62.7,7.4,12.6,28.2,28.7,77,14.5,28.7,10.7,23.2,37.4,2.1,69.5,11.3
47037019117,47037019117,TN,Tennessee,Davidson,73.7,21,17.5,5.2,4.5,87.2,82.1,2.1,63.4,32.9,25.4,4.1,9.8,20.2,60.3,8.4,14.6,29.3,27.6,77.9,14.5,31.2,11.2,25.4,40.4,2.3,69.8,11.9
47037019118,47037019118,TN,Tennessee,Davidson,71.7,16.5,18.5,4.7,3.2,83.2,74.9,1.8,58.8,30.4,23.4,3.1,10.5,21.8,54.6,6.9,18.1,26.1,23.3,78,17,31.7,11.1,26.8,41.7,1.9,61.6,15.2
47037019200,47037019200,TN,Tennessee,Davidson,73.5,24.3,16.8,7,5.1,84.5,78.1,2.6,60.3,29.9,22.8,5.5,10.6,23,55.2,10,15.5,34.1,31.2,77.2,16.3,33,13.6,28.3,39.9,3,72.7,16.9
47037019300,47037019300,TN,Tennessee,Davidson,76.8,31.9,10.9,14.6,4.3,74.2,70.2,4.8,45.4,16.6,13.3,9.4,16.6,41.1,26.8,18.9,29.6,45.3,33.4,77.7,28.8,48.2,26.8,50.5,51.1,6.5,73.8,45.6
47037019400,47037019400,TN,Tennessee,Davidson,75.9,23.5,15.8,5.8,5.1,86.6,81,2.8,64,28.6,22,5.2,10.6,18.9,57.9,10.9,14.1,35.1,29.5,81,14.4,33.3,12.2,26.5,40,3.3,74.9,15.5
47037019500,47037019500,TN,Tennessee,Davidson,70.5,17,21.3,4.4,3.6,82.2,76.6,1.9,61.8,32.4,25.7,4,8.6,18.6,60.8,7.3,13,28.3,26.7,77.5,13.7,29.4,9.9,21.4,38.6,2,66.1,11.1
47037019600,47037019600,TN,Tennessee,Davidson,73,23.9,17.7,7,5.5,84.4,79,2.5,61.5,32.4,22.6,5.6,10.2,22.3,56.5,9,17.7,31.6,30.2,73.9,16.1,30.8,13.3,28.7,39.1,2.9,71.2,17
47039955001,47039955001,TN,Tennessee,Decatur,77.4,38.1,12.8,13.4,8.6,82.2,81.8,3.9,62.8,26.4,22.9,11,10.7,26.5,51.2,15.7,16.3,44.8,43.6,73.4,17.3,36.3,19.5,35.3,39.7,4.9,81.3,21.1
47039955002,47039955002,TN,Tennessee,Decatur,77,36.9,12.9,12.9,8.3,81.2,80,3.8,62.2,26.1,21.1,10.4,11,26.4,50.2,15.1,17.3,43.2,41.7,73.8,18,35.9,19.1,36,40.1,4.8,80.3,22.7
47039955101,47039955101,TN,Tennessee,Decatur,78.3,39,12,13.7,8.7,80.7,81.8,4.2,61.7,26,20.3,11.6,11,26.7,48.6,16.8,16.4,44.1,42,75.7,17.9,37.9,20.4,37.3,40.6,5.4,81.3,23.6
47039955102,47039955102,TN,Tennessee,Decatur,77.5,37.1,13.2,12.2,8.5,82.5,81.9,3.6,64.3,26.9,22.8,10.2,10.4,25.5,53.3,14.7,15.1,44.3,42.8,73.8,16.6,35.8,18,34.1,39.7,4.5,81.1,19.4
47041920101,47041920101,TN,Tennessee,DeKalb,77.7,36.8,13.5,11.1,8.2,83.9,82.2,3.3,66.4,30.1,25.7,9.3,10.3,23.1,57,13.7,13.2,41.9,41.8,74.4,16.1,35.3,17.2,31.8,40.9,4,80.5,17
47041920102,47041920102,TN,Tennessee,DeKalb,75.4,36,13.5,12.7,7.3,81.9,78.9,3.5,61.5,27,23.2,9.6,11.1,28.5,48.5,14.2,18.6,40,40,73.1,18.7,37.5,19.5,36.7,42.9,4.4,77.9,23.9
47041920200,47041920200,TN,Tennessee,DeKalb,75.9,34.9,13.5,11.6,7.7,82.2,79,3.5,63.8,28,22.9,9.2,10.9,25.1,51,13.4,18.6,38.3,38.4,73.1,17.9,35.6,18.2,35.5,41.8,4.2,77.7,22.5
47041920300,47041920300,TN,Tennessee,DeKalb,76,33.9,14.5,10.4,7.5,84,80.8,3,65.1,29.8,25,8.2,10.4,24.4,55.5,12.3,15.2,38.1,38.5,73.3,16.7,34.8,16.5,32.3,41.6,3.7,77.5,18.4
47043060100,47043060100,TN,Tennessee,Dickson,75,33.1,15,10.2,7.2,83.9,80.7,2.9,64.9,30.1,25.1,8,10.4,24.8,57.9,11.9,15,37.3,37.3,72.8,16.8,34.7,15.7,30.9,39.3,3.6,76.4,18
47043060200,47043060200,TN,Tennessee,Dickson,74.2,33.9,14.6,11.7,6.7,82.3,78,3.2,60.7,27.2,22.6,8.6,11.2,29,51.2,13.2,17.9,39.2,37.8,72.1,19,37.6,18.1,34.9,41.2,4,76,23.6
47043060300,47043060300,TN,Tennessee,Dickson,73.8,31.9,15.6,10.3,6.7,83,77.8,2.8,63.2,29.1,24.4,7.5,10.8,26.2,56,11.4,16.2,36.9,36.9,72.7,18,35,16,31.5,39.9,3.5,75.1,19.5
47043060401,47043060401,TN,Tennessee,Dickson,75.8,31.9,15.4,8.6,7.4,86.2,83.4,2.7,67.6,32.6,27,7.1,9.8,21,64.1,10.6,12.6,35.9,36.5,74.5,14.8,32.9,13.7,27.2,37.8,3.1,76.5,14.1
47043060402,47043060402,TN,Tennessee,Dickson,74.5,30,16,8.5,6.6,85.7,81.2,2.5,67,31.4,26.9,6.4,10.2,23,61.3,10.3,14,34.3,34.7,74.4,16,34.1,14,27.8,39.3,3,74.2,14.8
47043060501,47043060501,TN,Tennessee,Dickson,76,33.3,14.3,9.9,7.5,83.7,80.7,3.1,64.9,30.2,24.4,7.9,10.4,22.8,58.4,12.1,15,38,37.1,73.7,16.4,34.7,15.6,30.6,39.1,3.7,77.5,17.8
47043060502,47043060502,TN,Tennessee,Dickson,77.8,36.1,13.1,10.3,8.9,84.6,82.9,3.4,65.8,31.2,23.5,8.9,10.2,20.7,60.2,12.7,14.5,40.7,38.9,73.2,15.2,32.9,15.8,31.2,37.3,4.2,80,17.8
47043060601,47043060601,TN,Tennessee,Dickson,74.8,34.2,13.8,11.8,6.8,81.5,77.4,3.4,60.7,26.9,21.7,8.8,11.5,28.2,50.2,13.7,18.7,39.3,37.4,73,19.7,38,18.8,35.7,41.6,4.3,76.4,24.5
47043060602,47043060602,TN,Tennessee,Dickson,74.6,32.7,14.1,11.1,6.3,81.2,77,3.2,60.9,27.3,22.5,8,11.6,27.7,50.8,13.1,18.3,38.1,36.4,73.7,19.6,38.5,17.8,34.6,42.2,3.9,75.6,23.2
47043060700,47043060700,TN,Tennessee,Dickson,74.9,33.7,14.8,10.7,7,83.3,79.1,3,62,29,24,8.2,10.7,26.1,55.6,12.4,15.4,39.6,38.6,73.7,17.8,36.1,16.9,32,40.3,3.8,76.9,19.8
47045964000,47045964000,TN,Tennessee,Dyer,76.1,32.6,15.5,10,7,83.8,80.3,3,63.9,28.3,23,8,10.6,25.4,53.9,12.5,15.4,38.5,37.1,75.8,17.2,34.6,16.3,33.6,39.7,3.7,76.7,18.7
47045964200,47045964200,TN,Tennessee,Dyer,78.8,34.5,13.8,10.1,8.1,84.1,83.2,3.4,66,30.3,24.1,8.6,10.7,21.7,56.4,13.3,14.8,40,37.6,75.8,15.6,33.4,15.9,32.7,38.3,4,79.1,17.7
47045964300,47045964300,TN,Tennessee,Dyer,77.5,35.4,14.1,11.5,7.8,81.8,78.8,3.6,62.7,27.4,20.6,9.5,11.2,26.1,49.7,14.2,17.1,41.7,38.4,74.7,18.2,35.6,18,36.6,40.5,4.5,78.4,22.5
47045964400,47045964400,TN,Tennessee,Dyer,77.9,35.6,12.8,13.1,6.2,80.4,77.9,4.1,56.4,22.6,18.6,9.7,12.9,32.5,39.6,18,21.3,45.1,37.7,77.5,21.6,42.9,21.8,43.1,46.1,5.4,77.8,30.3
47045964500,47045964500,TN,Tennessee,Dyer,76.3,33.3,15.8,10.1,7.4,83.7,81.4,3,64.3,29.6,24.1,8.1,10.4,24.8,55.9,12.4,14.4,38.3,37.8,75.6,16.7,33.6,16,32.6,38.9,3.6,77.2,17.7
47045964600,47045964600,TN,Tennessee,Dyer,76.7,36.5,14.6,12.3,7.7,82.1,80.2,3.5,61,26.8,21.7,9.8,11,27.8,50,14.7,16.7,42.7,40.5,74.3,18.1,35.9,18.8,36.8,40.1,4.5,79,21.9
47045964800,47045964800,TN,Tennessee,Dyer,76.1,34,15.4,10.9,7.2,83.2,80.7,3.1,62.9,28.1,23.2,8.6,10.6,26.9,52.4,13.2,15.7,38.9,38.1,74.4,17.4,34.8,17,34.8,39.6,3.9,77.2,20
47045964900,47045964900,TN,Tennessee,Dyer,76.4,33.8,15.5,10.3,7.2,84.3,81.7,3,63.8,29.3,24.4,8.2,10.5,25.3,55.1,12.7,14.1,39.3,38.5,75.5,16.8,34.7,16.4,32.7,39.3,3.6,77.5,17.5
47047060300,47047060300,TN,Tennessee,Fayette,81.2,37.1,11.7,11.2,7.5,84.4,83.1,4,63.4,26.4,21.8,9.6,11.6,24.9,49.7,18.2,17.2,48.1,39.9,77.1,17.1,44.7,18.5,36.6,44.3,5.3,81.7,22.3
47047060401,47047060401,TN,Tennessee,Fayette,78.1,34.8,13.9,10.1,7.5,85.6,84.9,3.2,65.2,30.1,25.7,8.2,10.5,23.1,57.4,14.1,14.8,40,38.8,75.8,15.8,40.5,16.4,31.1,40.3,3.9,78.8,16.4
47047060402,47047060402,TN,Tennessee,Fayette,77.5,30,15.5,7.6,6.7,87.5,83.9,2.7,68.7,32.6,27.4,6.4,10,20.5,62.1,11.5,12.4,36.4,35.2,77.1,14.7,38.3,13.2,26.2,40.3,3.1,76.5,13
47047060403,47047060403,TN,Tennessee,Fayette,78.7,32.8,14.4,8.4,7.5,87.3,85.2,2.9,68.7,31.9,27.3,7.3,9.9,20.3,62.1,12.7,12.2,39.6,37.9,76.3,14.1,38.7,13.9,27.5,39.5,3.5,79.1,13.2
47047060404,47047060404,TN,Tennessee,Fayette,75.5,28,17,7.3,6.3,86.7,81.5,2.4,69.6,32.6,27.7,5.9,9.8,21.6,61.4,10.1,13.2,33.6,33.6,76.1,15.2,37.2,12.6,25.9,39.9,2.8,74.3,12.5
47047060501,47047060501,TN,Tennessee,Fayette,79.7,38.6,11.3,13.5,7.6,82.4,81.5,4.3,59.5,24.9,19.9,10.9,12.3,29.1,44.2,18.7,20,46.9,40.2,75.2,19.4,45.6,21.2,40.3,44.3,5.8,80.7,27.8
47047060502,47047060502,TN,Tennessee,Fayette,79.1,36.1,12.8,11.1,7.5,84.5,82.8,3.6,63.3,27.1,22.9,9.1,11.1,25.3,52.1,15.8,16.1,43.1,39,75.2,16.9,42.5,17.7,34.4,42.1,4.6,79.9,20.8
47047060600,47047060600,TN,Tennessee,Fayette,80,36.2,12.5,11,7.4,84.2,82.8,3.8,63.9,27.1,22.8,9.3,11.3,25.1,51,16.9,16.6,44.9,39.1,76.2,17.1,43.9,17.9,35.2,43.4,4.9,80.5,21.2
47047060701,47047060701,TN,Tennessee,Fayette,80.2,35.5,13.1,9.5,7.7,86.7,85.4,3.4,67.3,30,25,8.3,10.2,21.8,57.7,15.2,13.7,44.6,39.8,76.8,14.5,41.3,15.6,31.1,41.1,4.2,81,16.1
47047060702,47047060702,TN,Tennessee,Fayette,80.9,34.6,13,8.4,8,87.3,86.6,3.2,69.2,32.2,26.5,7.8,10,18.5,62.5,14.1,11.7,43.1,39.1,77.9,13.5,39.2,14.3,28.1,39.6,3.9,81.3,13.3
47047060800,47047060800,TN,Tennessee,Fayette,79.2,34,13.7,9.5,7.3,86.1,83.8,3.3,65.8,29.5,24.2,8,10.7,22.6,56.5,14.5,14.6,41.4,37.5,76.5,15.8,41.1,15.8,31.3,41.7,4.1,79.2,17.3
47049965000,47049965000,TN,Tennessee,Fentress,77.5,36.3,13.3,11.6,8.2,83.9,82.7,3.4,66.4,29.7,24.6,9.4,10.5,24.6,57.4,13.8,13.8,42.2,41.8,75.9,16.4,36.4,17.3,32.5,39.8,4.2,80.5,17.7
47049965100,47049965100,TN,Tennessee,Fentress,76.6,41.2,11.3,17.5,8.3,77.6,76.7,4.7,57.2,24,18.7,13.3,12.5,33.8,41.6,18.3,20.7,47.3,44.7,73,22.1,41.4,24.9,43.9,42.7,6.2,81.4,33.3
47049965200,47049965200,TN,Tennessee,Fentress,76,36,13.4,12.8,7.7,82.2,79.4,3.5,62.6,27.8,22.7,9.8,11.1,28.2,51.9,14.1,16.6,42.2,41.6,74.3,18.5,37.5,19.2,36,40.7,4.5,79.3,22.9
47049965300,47049965300,TN,Tennessee,Fentress,75.4,36,13.1,13.6,7.3,80.7,77.6,3.7,60.9,26.4,21.9,10.4,11.4,30.5,48.1,14.9,18,42.3,41.3,74.4,19.8,39.2,20.4,37.8,41.9,4.7,78.7,25.7
47051960100,47051960100,TN,Tennessee,Franklin,76.7,38.7,13,13.8,7.7,80.3,79.5,3.9,59.2,25.6,20.4,11,11.4,31,46.7,16,18.3,43,42.7,72.9,19.3,36.6,20.4,37.1,44.9,5,79.5,25.2
47051960201,47051960201,TN,Tennessee,Franklin,77.9,34.6,14.7,9.1,8.2,85.7,83.9,3,67.3,32.5,25.4,8.1,9.7,21.5,62.5,11.8,11.6,39.1,40.8,74.8,14.3,30.9,14.2,26.9,40.8,3.5,79.3,13.3
47051960202,47051960202,TN,Tennessee,Franklin,76.7,36,14.3,11.3,7.7,82.8,81,3.3,62.7,29,22.8,9.2,10.6,27.1,53.7,13.4,14.8,39.8,40.8,73.6,17.4,34,17.2,32,43.7,4.1,78.3,19.3
47051960300,47051960300,TN,Tennessee,Franklin,76.9,34.3,14.7,9.9,7.7,84.3,81.4,3.1,65.9,29.9,23.8,8.4,10.1,24,58,12.4,14.1,39.8,40.8,73.9,15.6,32.2,15.3,29.3,42.1,3.7,78.7,16.1
47051960400,47051960400,TN,Tennessee,Franklin,77.6,34.6,14.1,9.8,8,84.1,82.2,3.2,66.1,30.7,24,8.6,10.3,23,58.2,12.5,13.8,38.6,39.5,74.7,15.7,31.9,15.3,29.2,42,3.8,78.5,16.1
47051960500,47051960500,TN,Tennessee,Franklin,79.5,38.9,12.1,12,8.9,82.8,82.6,4.1,62.5,28.2,20.8,10.7,10.9,24.3,52.8,15.9,16.6,44.4,42.2,74.2,16.4,33.9,18,34.5,43.1,5.2,81.5,21.3
47051960600,47051960600,TN,Tennessee,Franklin,77.1,36.1,13.7,11.5,7.7,82.5,80.1,3.5,61.8,28.1,21.8,9.4,11,26.9,52.7,14,15.8,42,41.5,73.6,17.6,34.2,17.6,33,43.8,4.3,79.2,20.4
47051960700,47051960700,TN,Tennessee,Franklin,75.2,23.5,17.6,6.4,5.7,80.7,74,2.2,68,33.2,25.2,5.5,10.2,16.8,65.3,7.9,11,27.8,31.5,75.5,15.9,25,10.7,21.7,39.1,2.4,72.8,12.7
47051960800,47051960800,TN,Tennessee,Franklin,75.9,34.7,14.6,11.3,7.6,82.2,79.4,3.3,62.7,28.3,22.2,9.1,10.8,27.1,53.1,13,16.6,38.8,40,71.9,17.6,32.8,17,32.4,43,4.1,77.7,20.5
47053966100,47053966100,TN,Tennessee,Gibson,77.5,35.5,12.7,11.2,8,83.1,81.5,3.5,64.1,29.4,23.8,9.4,10.8,25.2,52.2,14.7,15.8,41.9,39.9,75,16.9,39.5,17.3,33.3,40.1,4.5,80.1,20.3
47053966200,47053966200,TN,Tennessee,Gibson,77.8,38,11.7,13,8.4,81.4,80.5,4.1,61.7,27.2,21.2,10.9,11.3,26.9,48.1,16.4,17,43.7,41.1,75.1,18.1,40.7,19.6,36.2,40.3,5.3,80.8,24.2
47053966300,47053966300,TN,Tennessee,Gibson,75.7,34.3,13.7,11.2,7.5,83,79.9,3.3,63.5,29.8,23.8,9.1,10.7,26.5,52.3,13.7,15.8,40.6,40.2,75.3,17.4,38.7,17.2,32.2,39.6,4.1,78.8,19.8
47053966400,47053966400,TN,Tennessee,Gibson,75.8,33.9,13.6,11,7.5,82.9,80.6,3.3,63,29.4,23.5,8.9,10.9,26.1,52.1,13.4,16.1,38,38,75.1,17.7,38.6,17.1,32.7,39.8,4.1,77.9,20.5
47053966500,47053966500,TN,Tennessee,Gibson,79,36.9,11.4,11.6,8.4,83.2,82.1,4,63.1,28.4,21.9,10.2,11.2,24.5,50.3,16.3,16.7,44.8,40.3,76.4,17,40.5,18.2,35,40.8,5.2,81.6,22.4
47053966600,47053966600,TN,Tennessee,Gibson,76,32.1,14.7,9.4,7.4,85,82.2,2.9,66.9,30.8,24.8,7.6,10.2,23.9,56.9,12.3,14.2,37.6,37.4,75.8,15.8,37.3,14.8,29.4,39.5,3.6,78,16.4
47053966700,47053966700,TN,Tennessee,Gibson,78.4,37.9,11.3,13.1,8,81.5,80.7,4.2,61.1,26.3,21.2,10.8,11.8,27.8,45.6,17.6,18.3,44.4,40.3,75.7,18.7,43,20.2,37.7,42.2,5.5,80.5,25.7
47053966800,47053966800,TN,Tennessee,Gibson,76.6,35.5,13.4,11.3,8.1,83.4,81.9,3.4,65.4,30.2,24.6,9.3,10.5,25.1,54,14,15.1,40.6,40.5,74.8,16.5,38,17,32.1,38.7,4.3,79.9,19.2
47053966900,47053966900,TN,Tennessee,Gibson,81.7,38.4,9.2,13.6,6.5,81.4,80.8,5.1,56.8,20.3,17.2,10.8,13.9,32.4,35.1,23.7,23.7,52.6,39.5,80.2,21.3,51.5,23.6,45.4,49.9,7.3,82,35.2
47053967000,47053967000,TN,Tennessee,Gibson,79.4,37.9,11.2,12.1,8.6,83.1,81.8,4.1,63.7,29,22.2,10.8,11.1,24.3,49.9,16.7,16.9,46.2,41.3,75.9,16.9,40.9,18.6,35.1,40.8,5.3,81.7,22.1
47053967100,47053967100,TN,Tennessee,Gibson,73.1,24.5,17.3,6.3,5.7,87.5,80.5,2.1,69,34.3,29.1,4.9,9.6,20.7,63.2,8.1,11.5,28.8,31.4,77.6,14.7,34.6,11.3,22.5,38.1,2.3,70.6,11.3
47053967300,47053967300,TN,Tennessee,Gibson,75.6,34,14.1,10.7,7.6,83.9,81.2,3.2,64.3,30.5,24.8,8.8,10.2,25.4,54.3,13,14.1,38.1,39,74.1,16.6,38.3,16.5,30.9,38.9,3.9,78.1,18.2
47053967400,47053967400,TN,Tennessee,Gibson,75.8,34.9,13.6,11.6,7.7,82.4,80.1,3.3,62.7,29.4,23.6,9.3,10.8,26.7,52,13.8,15.7,40,40.1,74.4,17.7,38.6,17.6,32.7,39.5,4.2,78.8,20.5
47055920100,47055920100,TN,Tennessee,Giles,76.7,34,14.4,10.5,7.4,83.5,81.4,3.2,63,29.3,23.8,8.4,10.4,24.2,56.1,12.9,14,39.9,39.3,75,16.7,35.3,16.6,32.1,39.7,3.8,78.4,18
47055920200,47055920200,TN,Tennessee,Giles,75.8,32.1,14.2,11.2,6.5,80.5,76.5,3.3,59.4,26.3,21.2,8.4,11.5,27.2,49.4,13.3,17.6,39.3,37.5,74.3,19.4,36,17.8,35.7,41.5,4.1,76.7,23.7
47055920300,47055920300,TN,Tennessee,Giles,77.9,33.3,14.1,9.5,7.6,85.4,82.5,3.1,65.6,30.3,24.3,7.9,10.3,22.1,58.1,12.8,13.9,41,38.5,75.4,15.5,34.5,15.2,31,39.8,3.8,79.1,16.4
47055920400,47055920400,TN,Tennessee,Giles,79.5,39.5,11.8,12.8,9.3,81.7,82.4,4.2,61.8,28.1,20.5,11.2,10.8,23.4,52.3,15.7,16.2,45.1,41.9,73.2,16.8,34.9,19.1,37.3,39.2,5.3,82.2,22.6
47055920500,47055920500,TN,Tennessee,Giles,77.6,36.1,13.3,11.8,7.8,82.4,80.9,3.5,61.8,27.9,22.9,9.3,11,25.5,52.5,14.5,16.1,42.7,40.4,74,17.5,36.3,18,35.3,40.5,4.5,79.7,21
47055920600,47055920600,TN,Tennessee,Giles,75.7,34.4,14.6,11.5,7.3,83,79.5,3.2,60.7,28.3,22.9,8.8,10.7,27.1,52.3,13.1,16.2,40.3,39.6,72.6,17.8,35.5,17.6,34.8,40.3,4,77.8,21.2
47055920700,47055920700,TN,Tennessee,Giles,77.4,34.5,14.4,10.3,7.6,85.1,82.8,3.1,64.1,29.4,23.8,8.4,10.2,23.7,57.1,13.2,14.1,41.8,40,75.2,15.8,35.2,16.1,32.1,40.2,3.9,79.2,17.2
47055920800,47055920800,TN,Tennessee,Giles,77.6,35.7,13.6,11.2,7.9,83.3,81.7,3.4,63,28.6,23,8.9,10.7,24.3,55.2,13.9,14.9,43.2,41,74.6,16.7,35.2,17.3,33.7,40,4.2,80.1,19.1
47057500100,47057500100,TN,Tennessee,Grainger,75.2,37.3,13.5,14,7.5,80.5,78.2,3.7,59.5,25.5,21.2,10.3,11.7,30.9,47.4,15,18.5,41.1,41.1,71.9,20.4,39.1,20.9,38.8,41.8,4.8,78.3,26.5
47057500200,47057500200,TN,Tennessee,Grainger,75.8,33.9,14.6,10.7,7.3,84,80.5,3.1,64.4,28.7,24.2,8.2,10.5,25.5,55.9,12.5,14.4,38.2,39,72.8,17.1,36.6,16.6,32.5,40.1,3.7,77.4,18.8
47057500300,47057500300,TN,Tennessee,Grainger,76.3,37.4,13.1,13,8,82,79.6,3.7,62.5,26.6,21.6,10.1,11.2,27.7,50.8,14.7,17.8,42.3,41.7,72.6,18.4,37.8,19.4,37.4,40.5,4.6,79.7,23.5
47057500401,47057500401,TN,Tennessee,Grainger,74.4,34.5,14.3,12.6,6.9,81,77.6,3.3,61.4,26.3,22.3,8.8,11.7,30.1,49.3,13.3,18,38.2,38.8,72.3,20.1,37.9,19.2,36.6,41.6,4.1,76.3,24.1
47057500402,47057500402,TN,Tennessee,Grainger,76.4,37.2,13.5,12.8,7.9,82.1,81,3.5,63.2,27.6,22.7,9.8,11.1,27.6,52.3,14.3,16.5,40.9,41.3,72.9,18.1,37.4,18.9,36,40.3,4.4,79.3,21.8
47059090100,47059090100,TN,Tennessee,Greene,76.7,36.7,11.7,14.6,7.5,80,76.6,4.1,58.5,22.5,20.4,10.9,12.3,31.9,45.2,17,21,43.9,41.6,73.5,21,40.3,22.1,40.6,43.5,5.3,77.6,29.4
47059090200,47059090200,TN,Tennessee,Greene,77.5,30.3,14.1,9.4,7.7,83.8,78.3,3,68.4,29.4,25.8,8.1,10.5,20.2,61.4,11.7,14.2,35.9,36.9,74.4,16.2,31.2,14.5,28.4,38.3,3.6,76.2,16.5
47059090300,47059090300,TN,Tennessee,Greene,79.1,35.9,11.9,10.8,9,84.6,83.7,3.5,67,28.8,25.6,9.4,10.3,21.8,60.2,14,13.4,41.3,40.9,74.9,15.3,34.5,16.4,31.2,38.5,4.2,79.5,17
47059090400,47059090400,TN,Tennessee,Greene,77.9,34.7,12.8,10.9,8.6,84,80.5,3.4,65.8,28,23.7,9.4,10.5,23.4,57.9,13.6,15.1,41.9,40.7,74.3,16.1,34.6,16.6,32.3,39.5,4.2,78.3,18.8
47059090500,47059090500,TN,Tennessee,Greene,77.9,36.4,12.2,12.2,8.5,83.4,81.6,3.6,64.6,27.1,24.2,10,11,25.6,55.4,14.8,15.5,41.9,41.3,74.4,17.2,36.4,18.3,34,40.2,4.5,78.8,20.4
47059090600,47059090600,TN,Tennessee,Greene,78,35.8,12.8,11.4,8.5,84.3,82.4,3.4,66.2,27.9,25.6,9.5,10.5,24.4,58.4,14.1,14,41.5,41.4,74.7,16.3,35.6,17.1,31.9,39.8,4.1,78.5,17.8
47059090700,47059090700,TN,Tennessee,Greene,77,35.6,13,12.3,8,82.9,80,3.4,64.1,26.6,24.9,9.4,11.1,27.3,54.8,14.4,15.5,41.7,41.5,73.2,17.9,36.7,18.2,34.1,40.9,4.2,77.8,20.4
47059090800,47059090800,TN,Tennessee,Greene,76.3,34.5,13.3,12,7.6,83.2,80.5,3.2,63.4,26,23.9,9.1,11,28.1,54.3,13.9,16,39.5,39.8,74,18.1,36.8,18.2,34.1,41.3,4.1,76.4,20.8
47059090900,47059090900,TN,Tennessee,Greene,77.2,35,13.1,11.5,8,83.8,81.4,3.3,64.6,26.7,24.4,9.1,10.8,26,56.6,13.9,15.1,40.7,40.5,74.5,17.3,36.4,17.6,33.1,40.9,4.1,77.5,19
47059091000,47059091000,TN,Tennessee,Greene,76.8,36.4,12.5,13.3,7.8,82.2,80,3.7,61.5,25.3,23.7,10.3,11.5,28.9,51.7,15.5,16.8,42,41.7,73.9,19,38.1,20.1,36,41.4,4.6,77.7,23
47059091100,47059091100,TN,Tennessee,Greene,77.7,36.6,12.6,12.3,8.3,83.8,82.5,3.5,64.3,26.9,24.6,9.9,10.8,26.3,56,14.8,15.2,41.8,41.6,74.5,17.2,36.5,18.5,33.6,40.6,4.4,78.5,19.4
47059091200,47059091200,TN,Tennessee,Greene,76.5,34.3,13.3,11.8,7.6,83.2,80,3.3,63,26.1,24.6,9.1,11,27.5,54.7,13.9,16,40,40.1,73.3,17.8,36.8,17.8,33.9,41,4.1,76.8,20.6
